Subj1	Subj2	grp	InputFile	\
sub-control001	sub-control002	G11	ISC_sub-control001sub-control002_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control003	G11	ISC_sub-control001sub-control003_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control007	G11	ISC_sub-control001sub-control007_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control009	G11	ISC_sub-control001sub-control009_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control011	G11	ISC_sub-control001sub-control011_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control013	G11	ISC_sub-control001sub-control013_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control015	G11	ISC_sub-control001sub-control015_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control017	G11	ISC_sub-control001sub-control017_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control019	G11	ISC_sub-control001sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control021	G11	ISC_sub-control001sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control023	G11	ISC_sub-control001sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control025	G11	ISC_sub-control001sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control027	G11	ISC_sub-control001sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control029	G11	ISC_sub-control001sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control031	G11	ISC_sub-control001sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control033	G11	ISC_sub-control001sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control035	G11	ISC_sub-control001sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control037	G11	ISC_sub-control001sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control039	G11	ISC_sub-control001sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control041	G11	ISC_sub-control001sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control043	G11	ISC_sub-control001sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control045	G11	ISC_sub-control001sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control047	G11	ISC_sub-control001sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-control049	G11	ISC_sub-control001sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental004	G12	ISC_sub-control001sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental005	G12	ISC_sub-control001sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental006	G12	ISC_sub-control001sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental008	G12	ISC_sub-control001sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental010	G12	ISC_sub-control001sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental012	G12	ISC_sub-control001sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental014	G12	ISC_sub-control001sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental016	G12	ISC_sub-control001sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental018	G12	ISC_sub-control001sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental020	G12	ISC_sub-control001sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental022	G12	ISC_sub-control001sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental024	G12	ISC_sub-control001sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental026	G12	ISC_sub-control001sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental028	G12	ISC_sub-control001sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental030	G12	ISC_sub-control001sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental032	G12	ISC_sub-control001sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental034	G12	ISC_sub-control001sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental036	G12	ISC_sub-control001sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental038	G12	ISC_sub-control001sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental040	G12	ISC_sub-control001sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental042	G12	ISC_sub-control001sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental044	G12	ISC_sub-control001sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental046	G12	ISC_sub-control001sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental048	G12	ISC_sub-control001sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control001	sub-experimental050	G12	ISC_sub-control001sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control003	G11	ISC_sub-control002sub-control003_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control007	G11	ISC_sub-control002sub-control007_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control009	G11	ISC_sub-control002sub-control009_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control011	G11	ISC_sub-control002sub-control011_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control013	G11	ISC_sub-control002sub-control013_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control015	G11	ISC_sub-control002sub-control015_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control017	G11	ISC_sub-control002sub-control017_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control019	G11	ISC_sub-control002sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control021	G11	ISC_sub-control002sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control023	G11	ISC_sub-control002sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control025	G11	ISC_sub-control002sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control027	G11	ISC_sub-control002sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control029	G11	ISC_sub-control002sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control031	G11	ISC_sub-control002sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control033	G11	ISC_sub-control002sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control035	G11	ISC_sub-control002sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control037	G11	ISC_sub-control002sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control039	G11	ISC_sub-control002sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control041	G11	ISC_sub-control002sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control043	G11	ISC_sub-control002sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control045	G11	ISC_sub-control002sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control047	G11	ISC_sub-control002sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-control049	G11	ISC_sub-control002sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental004	G12	ISC_sub-control002sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental005	G12	ISC_sub-control002sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental006	G12	ISC_sub-control002sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental008	G12	ISC_sub-control002sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental010	G12	ISC_sub-control002sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental012	G12	ISC_sub-control002sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental014	G12	ISC_sub-control002sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental016	G12	ISC_sub-control002sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental018	G12	ISC_sub-control002sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental020	G12	ISC_sub-control002sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental022	G12	ISC_sub-control002sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental024	G12	ISC_sub-control002sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental026	G12	ISC_sub-control002sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental028	G12	ISC_sub-control002sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental030	G12	ISC_sub-control002sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental032	G12	ISC_sub-control002sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental034	G12	ISC_sub-control002sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental036	G12	ISC_sub-control002sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental038	G12	ISC_sub-control002sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental040	G12	ISC_sub-control002sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental042	G12	ISC_sub-control002sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental044	G12	ISC_sub-control002sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental046	G12	ISC_sub-control002sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental048	G12	ISC_sub-control002sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control002	sub-experimental050	G12	ISC_sub-control002sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control007	G11	ISC_sub-control003sub-control007_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control009	G11	ISC_sub-control003sub-control009_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control011	G11	ISC_sub-control003sub-control011_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control013	G11	ISC_sub-control003sub-control013_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control015	G11	ISC_sub-control003sub-control015_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control017	G11	ISC_sub-control003sub-control017_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control019	G11	ISC_sub-control003sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control021	G11	ISC_sub-control003sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control023	G11	ISC_sub-control003sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control025	G11	ISC_sub-control003sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control027	G11	ISC_sub-control003sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control029	G11	ISC_sub-control003sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control031	G11	ISC_sub-control003sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control033	G11	ISC_sub-control003sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control035	G11	ISC_sub-control003sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control037	G11	ISC_sub-control003sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control039	G11	ISC_sub-control003sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control041	G11	ISC_sub-control003sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control043	G11	ISC_sub-control003sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control045	G11	ISC_sub-control003sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control047	G11	ISC_sub-control003sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-control049	G11	ISC_sub-control003sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental004	G12	ISC_sub-control003sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental005	G12	ISC_sub-control003sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental006	G12	ISC_sub-control003sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental008	G12	ISC_sub-control003sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental010	G12	ISC_sub-control003sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental012	G12	ISC_sub-control003sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental014	G12	ISC_sub-control003sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental016	G12	ISC_sub-control003sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental018	G12	ISC_sub-control003sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental020	G12	ISC_sub-control003sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental022	G12	ISC_sub-control003sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental024	G12	ISC_sub-control003sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental026	G12	ISC_sub-control003sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental028	G12	ISC_sub-control003sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental030	G12	ISC_sub-control003sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental032	G12	ISC_sub-control003sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental034	G12	ISC_sub-control003sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental036	G12	ISC_sub-control003sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental038	G12	ISC_sub-control003sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental040	G12	ISC_sub-control003sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental042	G12	ISC_sub-control003sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental044	G12	ISC_sub-control003sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental046	G12	ISC_sub-control003sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental048	G12	ISC_sub-control003sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control003	sub-experimental050	G12	ISC_sub-control003sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control009	G11	ISC_sub-control007sub-control009_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control011	G11	ISC_sub-control007sub-control011_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control013	G11	ISC_sub-control007sub-control013_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control015	G11	ISC_sub-control007sub-control015_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control017	G11	ISC_sub-control007sub-control017_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control019	G11	ISC_sub-control007sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control021	G11	ISC_sub-control007sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control023	G11	ISC_sub-control007sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control025	G11	ISC_sub-control007sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control027	G11	ISC_sub-control007sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control029	G11	ISC_sub-control007sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control031	G11	ISC_sub-control007sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control033	G11	ISC_sub-control007sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control035	G11	ISC_sub-control007sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control037	G11	ISC_sub-control007sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control039	G11	ISC_sub-control007sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control041	G11	ISC_sub-control007sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control043	G11	ISC_sub-control007sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control045	G11	ISC_sub-control007sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control047	G11	ISC_sub-control007sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-control049	G11	ISC_sub-control007sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental004	G12	ISC_sub-control007sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental005	G12	ISC_sub-control007sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental006	G12	ISC_sub-control007sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental008	G12	ISC_sub-control007sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental010	G12	ISC_sub-control007sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental012	G12	ISC_sub-control007sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental014	G12	ISC_sub-control007sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental016	G12	ISC_sub-control007sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental018	G12	ISC_sub-control007sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental020	G12	ISC_sub-control007sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental022	G12	ISC_sub-control007sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental024	G12	ISC_sub-control007sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental026	G12	ISC_sub-control007sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental028	G12	ISC_sub-control007sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental030	G12	ISC_sub-control007sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental032	G12	ISC_sub-control007sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental034	G12	ISC_sub-control007sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental036	G12	ISC_sub-control007sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental038	G12	ISC_sub-control007sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental040	G12	ISC_sub-control007sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental042	G12	ISC_sub-control007sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental044	G12	ISC_sub-control007sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental046	G12	ISC_sub-control007sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental048	G12	ISC_sub-control007sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control007	sub-experimental050	G12	ISC_sub-control007sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control011	G11	ISC_sub-control009sub-control011_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control013	G11	ISC_sub-control009sub-control013_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control015	G11	ISC_sub-control009sub-control015_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control017	G11	ISC_sub-control009sub-control017_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control019	G11	ISC_sub-control009sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control021	G11	ISC_sub-control009sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control023	G11	ISC_sub-control009sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control025	G11	ISC_sub-control009sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control027	G11	ISC_sub-control009sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control029	G11	ISC_sub-control009sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control031	G11	ISC_sub-control009sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control033	G11	ISC_sub-control009sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control035	G11	ISC_sub-control009sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control037	G11	ISC_sub-control009sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control039	G11	ISC_sub-control009sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control041	G11	ISC_sub-control009sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control043	G11	ISC_sub-control009sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control045	G11	ISC_sub-control009sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control047	G11	ISC_sub-control009sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-control049	G11	ISC_sub-control009sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental004	G12	ISC_sub-control009sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental005	G12	ISC_sub-control009sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental006	G12	ISC_sub-control009sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental008	G12	ISC_sub-control009sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental010	G12	ISC_sub-control009sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental012	G12	ISC_sub-control009sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental014	G12	ISC_sub-control009sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental016	G12	ISC_sub-control009sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental018	G12	ISC_sub-control009sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental020	G12	ISC_sub-control009sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental022	G12	ISC_sub-control009sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental024	G12	ISC_sub-control009sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental026	G12	ISC_sub-control009sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental028	G12	ISC_sub-control009sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental030	G12	ISC_sub-control009sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental032	G12	ISC_sub-control009sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental034	G12	ISC_sub-control009sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental036	G12	ISC_sub-control009sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental038	G12	ISC_sub-control009sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental040	G12	ISC_sub-control009sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental042	G12	ISC_sub-control009sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental044	G12	ISC_sub-control009sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental046	G12	ISC_sub-control009sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental048	G12	ISC_sub-control009sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-control009	sub-experimental050	G12	ISC_sub-control009sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control013	G11	ISC_sub-control011sub-control013_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control015	G11	ISC_sub-control011sub-control015_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control017	G11	ISC_sub-control011sub-control017_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control019	G11	ISC_sub-control011sub-control019_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control021	G11	ISC_sub-control011sub-control021_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control023	G11	ISC_sub-control011sub-control023_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control025	G11	ISC_sub-control011sub-control025_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control027	G11	ISC_sub-control011sub-control027_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control029	G11	ISC_sub-control011sub-control029_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control031	G11	ISC_sub-control011sub-control031_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control033	G11	ISC_sub-control011sub-control033_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control035	G11	ISC_sub-control011sub-control035_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control037	G11	ISC_sub-control011sub-control037_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control039	G11	ISC_sub-control011sub-control039_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control041	G11	ISC_sub-control011sub-control041_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control043	G11	ISC_sub-control011sub-control043_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control045	G11	ISC_sub-control011sub-control045_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control047	G11	ISC_sub-control011sub-control047_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-control049	G11	ISC_sub-control011sub-control049_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental004	G12	ISC_sub-control011sub-experimental004_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental005	G12	ISC_sub-control011sub-experimental005_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental006	G12	ISC_sub-control011sub-experimental006_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental008	G12	ISC_sub-control011sub-experimental008_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental010	G12	ISC_sub-control011sub-experimental010_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental012	G12	ISC_sub-control011sub-experimental012_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental014	G12	ISC_sub-control011sub-experimental014_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental016	G12	ISC_sub-control011sub-experimental016_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental018	G12	ISC_sub-control011sub-experimental018_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental020	G12	ISC_sub-control011sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental022	G12	ISC_sub-control011sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental024	G12	ISC_sub-control011sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental026	G12	ISC_sub-control011sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-control011	sub-experimental028	G12	ISC_sub-control011sub-experimental028_task-magictrickwatching_z.nii.gz	\
